hospitalID,nursesCommunicateWell,doctorsCommunicateWell,receivedImmediateHelp,painManagedByTreatment,staffExplainedMedications,bathroomsAlwaysClean,givenInformationAboutRecovery,rateHospitalPositively
50360,0.72,0.77,0.58,0.68,0.54,0.59,0.82,0.66
50367,0.78,0.78,0.64,0.69,0.62,0.70,0.85,0.68
50373,0.69,0.76,0.56,0.64,0.52,0.65,0.79,0.71
50376,0.74,0.82,0.55,0.68,0.58,0.62,0.80,0.61
50378,0.72,0.75,0.57,0.73,0.57,0.75,0.76,0.62
50380,0.70,0.77,0.50,0.67,0.51,0.63,0.81,0.63
50382,0.73,0.77,0.58,0.69,0.58,0.68,0.81,0.70
50385,0.78,0.80,0.64,0.69,0.64,0.75,0.84,0.69
50390,0.63,0.70,0.45,0.59,0.50,0.58,0.76,0.42
50393,0.69,0.75,0.54,0.61,0.55,0.72,0.76,0.61
50394,0.76,0.80,0.63,0.72,0.61,0.68,0.82,0.65
50396,0.80,0.80,0.63,0.73,0.65,0.76,0.83,0.82
50397,0.89,0.88,0.80,0.82,0.66,0.91,0.88,0.60
50407,0.64,0.69,0.60,0.50,0.56,0.62,0.83,0.43
50411,0.77,0.83,0.68,0.74,0.63,0.70,0.87,0.77
50414,0.73,0.80,0.61,0.66,0.62,0.75,0.85,0.70
50417,0.80,0.81,0.67,0.74,0.64,0.69,0.89,0.68
50423,0.78,0.78,0.66,0.73,0.70,0.76,0.83,0.52
50424,0.80,0.86,0.67,0.75,0.66,0.73,0.86,0.80
50425,0.75,0.82,0.67,0.73,0.61,0.69,0.87,0.67
50426,0.65,0.67,0.49,0.56,0.47,0.66,0.82,0.55
50434,0.81,0.88,0.76,0.68,0.71,0.78,0.82,0.66
50435,0.75,0.79,0.60,0.70,0.64,0.66,0.83,0.67
50438,0.79,0.82,0.67,0.74,0.64,0.70,0.84,0.80
50441,0.84,0.84,0.68,0.72,0.66,0.74,0.88,0.78
50444,0.73,0.75,0.55,0.67,0.62,0.72,0.84,0.65
50454,0.78,0.81,0.62,0.67,0.65,0.71,0.88,0.78
50455,0.73,0.76,0.59,0.69,0.63,0.66,0.83,0.68
50457,0.72,0.78,0.59,0.67,0.64,0.71,0.85,0.67
50464,0.76,0.82,0.62,0.71,0.69,0.67,0.87,0.71
50468,0.65,0.71,0.52,0.62,0.49,0.62,0.74,0.56
50471,0.72,0.76,0.55,0.65,0.54,0.70,0.80,0.66
50481,0.65,0.75,0.47,0.63,0.52,0.55,0.83,0.54
50485,0.74,0.77,0.56,0.68,0.59,0.68,0.82,0.72
50488,0.73,0.80,0.59,0.69,0.59,0.70,0.84,0.65
50492,0.78,0.82,0.62,0.71,0.60,0.73,0.85,0.75
50496,0.81,0.81,0.67,0.72,0.61,0.80,0.86,0.78
50498,0.80,0.84,0.62,0.72,0.65,0.79,0.85,0.76
50502,0.74,0.81,0.61,0.68,0.58,0.69,0.84,0.69
50503,0.78,0.79,0.64,0.71,0.62,0.73,0.84,0.72
50506,0.81,0.84,0.70,0.72,0.66,0.62,0.87,0.74
50510,0.75,0.83,0.69,0.71,0.62,0.69,0.88,0.72
50512,0.73,0.80,0.63,0.70,0.61,0.69,0.84,0.66
50515,0.77,0.80,0.66,0.71,0.64,0.71,0.87,0.70
50516,0.73,0.77,0.60,0.69,0.62,0.69,0.85,0.67
50517,0.74,0.76,0.56,0.62,0.65,0.70,0.81,0.58
50523,0.72,0.80,0.60,0.73,0.56,0.71,0.81,0.56
50526,0.60,0.58,0.47,0.46,0.48,0.62,0.71,0.44
50528,0.80,0.79,0.71,0.76,0.64,0.85,0.87,0.73
50534,0.71,0.76,0.58,0.66,0.60,0.66,0.81,0.61
50537,0.85,0.84,0.72,0.74,0.71,0.79,0.90,0.85
50541,0.74,0.81,0.66,0.71,0.60,0.70,0.86,0.66
50543,0.66,0.64,0.34,0.48,0.73,0.56,0.79,0.57
50547,,,,,,,,
50549,0.71,0.76,0.52,0.66,0.53,0.67,0.84,0.68
50551,0.73,0.81,0.61,0.73,0.57,0.63,0.83,0.64
50552,,,,,,,,
50557,0.78,0.79,0.63,0.72,0.64,0.75,0.85,0.72
50561,0.76,0.82,0.63,0.73,0.65,0.73,0.85,0.74
50567,0.76,0.79,0.60,0.71,0.59,0.71,0.81,0.76
50568,0.74,0.75,0.58,0.62,0.59,0.78,0.86,0.56
50570,0.68,0.74,0.53,0.65,0.55,0.67,0.80,0.58
50573,0.77,0.78,0.63,0.71,0.63,0.72,0.84,0.77
50575,0.71,0.77,0.62,0.71,0.57,0.68,0.79,0.59
50580,0.69,0.69,0.53,0.54,0.53,0.72,0.80,0.51
50581,0.74,0.80,0.63,0.65,0.60,0.69,0.82,0.63
50586,0.75,0.79,0.62,0.74,0.56,0.73,0.83,0.71
50588,0.73,0.75,0.58,0.67,0.53,0.69,0.81,0.65
50589,0.80,0.81,0.67,0.75,0.67,0.74,0.85,0.73
50590,0.74,0.78,0.60,0.67,0.65,0.70,0.86,0.67
50597,0.75,0.77,0.62,0.71,0.61,0.71,0.85,0.71
50599,0.74,0.78,0.60,0.68,0.62,0.58,0.87,0.68
50603,0.75,0.79,0.59,0.70,0.59,0.74,0.84,0.68
50604,0.73,0.81,0.60,0.70,0.62,0.68,0.86,0.67
50608,0.74,0.79,0.58,0.66,0.60,0.74,0.81,0.63
50609,0.78,0.83,0.68,0.73,0.64,0.77,0.87,0.82
50616,0.76,0.78,0.60,0.70,0.62,0.71,0.86,0.68
50618,0.82,0.75,0.79,0.71,0.68,0.78,0.88,0.86
50624,0.74,0.75,0.61,0.68,0.60,0.66,0.82,0.65
50625,0.77,0.80,0.61,0.70,0.60,0.70,0.84,0.79
50633,0.79,0.81,0.70,0.72,0.69,0.73,0.87,0.71
50636,0.74,0.83,0.69,0.71,0.63,0.61,0.81,0.66
50641,0.69,0.75,0.58,0.64,0.56,0.75,0.79,0.63
50660,,,,,,,,
50663,0.61,0.66,0.42,0.56,0.45,0.54,0.69,0.45
50668,,,,,,,,
50674,0.74,0.82,0.62,0.70,0.62,0.69,0.87,0.72
50677,0.80,0.83,0.71,0.74,0.66,0.76,0.85,0.79
50678,0.73,0.77,0.59,0.67,0.59,0.71,0.82,0.68
50684,0.71,0.72,0.61,0.63,0.55,0.69,0.79,0.62
50686,0.75,0.81,0.65,0.72,0.64,0.75,0.85,0.74
50688,0.76,0.79,0.61,0.68,0.59,0.75,0.80,0.61
50689,0.77,0.82,0.66,0.69,0.65,0.68,0.83,0.72
50690,0.77,0.80,0.64,0.71,0.64,0.74,0.87,0.78
50696,0.77,0.83,0.61,0.70,0.62,0.68,0.82,0.77
50697,0.94,0.91,0.95,0.84,0.85,0.94,0.92,0.97
50701,0.69,0.74,0.54,0.66,0.58,0.63,0.84,0.61
50704,0.64,0.72,0.57,0.60,0.47,0.71,0.75,0.57
50708,0.87,0.85,0.84,0.78,0.74,0.84,0.90,0.84
50709,0.71,0.72,0.60,0.65,0.54,0.64,0.77,0.62
50710,0.78,0.83,0.66,0.76,0.64,0.73,0.87,0.78
50714,0.83,0.81,0.75,0.76,0.68,0.82,0.88,0.89
50717,0.79,0.82,0.67,0.73,0.64,0.75,0.88,0.80
50723,0.76,0.83,0.62,0.73,0.64,0.71,0.86,0.77
50724,0.73,0.71,0.66,0.66,0.59,0.76,0.79,0.77
50726,0.87,0.83,0.85,0.79,0.72,0.86,0.87,0.84
50727,0.68,0.70,0.53,0.63,0.53,0.67,0.67,0.55
50732,0.84,0.85,0.72,0.78,0.69,0.81,0.88,0.85
50735,0.71,0.74,0.57,0.69,0.58,0.75,0.80,0.61
50736,0.69,0.70,0.54,0.63,0.58,0.75,0.78,0.66
50737,0.67,0.68,0.59,0.62,0.64,0.69,0.82,0.54
50738,0.61,0.71,0.53,0.61,0.52,0.61,0.79,0.52
50739,0.70,0.75,0.52,0.59,0.58,0.63,0.78,0.58
50740,0.69,0.76,0.59,0.66,0.58,0.62,0.76,0.56
50742,0.76,0.80,0.63,0.70,0.60,0.70,0.81,0.70
50744,0.75,0.81,0.60,0.73,0.65,0.75,0.82,0.69
50745,0.70,0.80,0.54,0.69,0.61,0.69,0.82,0.58
50746,0.75,0.79,0.61,0.73,0.64,0.67,0.82,0.68
50747,0.73,0.81,0.62,0.69,0.64,0.74,0.77,0.69
50748,0.77,0.80,0.69,0.73,0.62,0.80,0.85,0.79
50751,0.87,0.87,0.82,0.82,0.61,0.90,0.85,0.79
50754,0.85,0.91,0.91,0.81,0.74,0.88,0.87,0.88
50755,0.61,0.68,0.44,0.56,0.52,0.66,0.79,0.49
50757,0.69,0.77,0.57,0.62,0.54,0.63,0.84,0.63
50758,0.71,0.73,0.56,0.64,0.61,0.73,0.82,0.65
50760,0.75,0.83,0.64,0.70,0.62,0.75,0.87,0.76
50761,0.70,0.80,0.52,0.62,0.55,0.62,0.80,0.57
50763,0.67,0.73,0.42,0.53,0.51,0.77,0.77,0.62
50764,0.77,0.75,0.60,0.69,0.61,0.67,0.85,0.68
50765,0.74,0.80,0.67,0.74,0.60,0.72,0.85,0.72
50766,0.88,0.86,0.85,0.77,0.78,0.87,0.88,0.87
50767,0.79,0.81,0.66,0.73,0.66,0.76,0.86,0.81
50769,0.88,0.86,0.79,0.79,0.73,0.84,0.92,0.89
50770,0.78,0.83,0.60,0.69,0.58,0.68,0.87,0.81
50771,0.66,0.73,0.58,0.63,0.56,0.59,0.77,0.52
50772,0.76,0.81,0.63,0.73,0.63,0.73,0.86,0.77
50773,,,,,,,,
51300,,,,,,,,
51301,0.78,0.85,0.58,0.29,0.50,0.72,0.77,0.47
51302,,,,,,,,
51303,0.83,0.85,0.80,0.71,0.66,0.68,0.89,0.80
51304,0.90,0.83,0.87,0.86,0.89,0.75,0.92,0.63
51305,,,,,,,,
51306,,,,,,,,
51307,,,,,,,,
51308,,,,,,,,
51309,,,,,,,,
51310,0.84,0.88,0.73,0.74,0.70,0.82,0.90,0.82
51311,,,,,,,,
51312,,,,,,,,
51314,,,,,,,,
51315,,,,,,,,
51316,0.74,0.78,0.61,0.67,0.64,0.76,0.86,0.58
51317,0.72,0.76,0.61,0.62,0.60,0.60,0.85,0.55
51318,,,,,,,,
51319,0.81,0.81,0.79,0.77,0.76,0.78,0.87,0.79
51320,0.84,0.84,0.76,0.76,0.76,0.75,0.90,0.78
51321,0.81,0.84,0.67,0.77,0.71,0.85,0.84,0.77
51323,,,,,,,,
51324,0.79,0.81,0.76,0.78,0.64,0.81,0.87,0.68
51325,0.76,0.76,0.69,0.73,0.59,0.67,0.85,0.59
51326,,,,,,,,
51327,,,,,,,,
51328,0.85,0.80,0.73,0.73,0.68,0.85,0.86,0.83
51329,0.74,0.80,0.65,0.68,0.63,0.70,0.85,0.65
51330,0.82,0.91,0.82,0.66,0.54,0.81,0.83,0.67
51331,0.93,0.97,0.95,0.91,0.86,0.92,0.88,0.95
51332,0.73,0.78,0.64,0.73,0.67,0.74,0.84,0.66
53302,,,,,,,,
53305,,,,,,,,
53309,,,,,,,,
60001,0.81,0.82,0.69,0.71,0.69,0.73,0.91,0.75
60003,0.79,0.79,0.67,0.69,0.63,0.70,0.88,0.76
60004,0.77,0.82,0.69,0.70,0.67,0.76,0.88,0.77
60006,0.78,0.81,0.75,0.69,0.66,0.86,0.84,0.75
60008,0.71,0.80,0.61,0.68,0.59,0.72,0.81,0.48
60009,0.78,0.78,0.63,0.71,0.62,0.70,0.88,0.76
60010,0.79,0.78,0.68,0.72,0.65,0.78,0.88,0.78
60011,0.73,0.77,0.58,0.64,0.62,0.60,0.85,0.69
60012,0.78,0.80,0.65,0.70,0.67,0.73,0.86,0.73
60013,0.82,0.84,0.71,0.75,0.69,0.77,0.90,0.79
60014,0.74,0.79,0.63,0.68,0.65,0.72,0.88,0.71
60015,0.77,0.78,0.64,0.71,0.64,0.73,0.88,0.75
60016,0.77,0.81,0.66,0.71,0.60,0.66,0.83,0.64
60020,0.79,0.77,0.64,0.71,0.63,0.81,0.84,0.76
60022,0.72,0.76,0.64,0.64,0.60,0.65,0.84,0.65
60023,0.76,0.80,0.61,0.69,0.62,0.69,0.87,0.72
60024,0.79,0.79,0.65,0.71,0.66,0.69,0.85,0.77
60027,0.76,0.80,0.68,0.70,0.65,0.70,0.88,0.69
60028,0.78,0.81,0.69,0.70,0.65,0.67,0.90,0.74
60030,0.81,0.82,0.69,0.74,0.70,0.78,0.92,0.74
60031,0.78,0.81,0.63,0.69,0.64,0.67,0.87,0.73
60032,0.76,0.79,0.65,0.72,0.65,0.73,0.89,0.77
60034,0.74,0.75,0.60,0.66,0.59,0.70,0.86,0.69
60036,0.72,0.81,0.64,0.66,0.58,0.76,0.80,0.52
60043,0.99,0.93,0.91,0.95,,0.89,0.88,0.99
60044,0.81,0.84,0.69,0.75,0.69,0.76,0.87,0.74
60049,0.81,0.83,0.78,0.72,0.69,0.76,0.90,0.81
60054,0.82,0.81,0.72,0.70,0.68,0.72,0.85,0.75
60064,0.78,0.79,0.67,0.69,0.62,0.72,0.87,0.74
60065,0.74,0.77,0.61,0.69,0.63,0.70,0.85,0.65
60071,0.75,0.79,0.70,0.72,0.60,0.78,0.85,0.71
60075,0.78,0.83,0.72,0.73,0.66,0.79,0.88,0.81
60076,0.83,0.83,0.76,0.74,0.70,0.78,0.91,0.76
60096,0.80,0.83,0.71,0.71,0.63,0.83,0.89,0.78
60100,0.77,0.75,0.65,0.70,0.63,0.71,0.84,0.70
60103,0.80,0.82,0.71,0.72,0.69,0.73,0.90,0.81
60104,0.76,0.79,0.60,0.66,0.63,0.66,0.85,0.67
60107,,,,,,,,
60112,0.77,0.77,0.65,0.68,0.64,0.75,0.88,0.76
60113,0.77,0.79,0.62,0.68,0.60,0.69,0.86,0.72
60114,0.79,0.80,0.63,0.69,0.66,0.69,0.91,0.77
60116,0.77,0.81,0.64,0.69,0.65,0.69,0.90,0.77
60117,0.87,0.90,0.90,0.83,0.75,0.87,0.89,0.91
60118,0.84,0.77,0.77,0.73,0.65,0.78,0.90,0.85
60119,0.80,0.81,0.66,0.73,0.67,0.81,0.88,0.83
60124,0.80,0.84,0.67,0.73,0.69,0.84,0.91,0.81
61300,,,,,,,,
61301,0.74,0.76,0.72,0.72,0.74,0.82,0.85,0.77
61302,,,,,,,,
61303,0.88,0.83,0.73,0.76,0.70,0.86,0.88,0.80
61304,0.68,0.85,0.80,0.78,0.51,0.95,0.69,0.85
61305,,,,,,,,
61306,,,,,,,,
61307,,,,,,,,
61308,,,,,,,,
61309,0.87,0.88,0.80,0.81,0.66,0.78,0.85,0.77
61310,,,,,,,,
61311,,,,,,,,
61312,0.74,0.82,0.69,0.67,0.61,0.71,0.88,0.66
61313,,,,,,,,
61314,0.84,0.82,0.80,0.77,0.69,0.80,0.90,0.63
61315,,,,,,,,
61316,,,,,,,,
61317,,,,,,,,
61318,,,,,,,,
61319,,,,,,,,
61320,0.84,0.86,0.83,0.85,0.73,0.80,0.89,0.79
61321,0.67,0.84,0.65,0.59,0.65,0.84,0.85,0.64
61322,0.82,0.83,0.79,0.76,0.75,0.78,0.88,0.78
61323,,,,,,,,
61324,0.78,0.82,0.75,0.71,0.64,0.83,0.86,0.78
61325,0.80,0.90,0.71,0.71,0.58,0.64,0.89,0.79
61326,0.82,0.85,0.78,0.72,0.71,0.76,0.91,0.77
61327,0.78,0.83,0.74,0.70,0.65,0.63,0.90,0.66
61328,,,,,,,,
63301,,,,,,,,
70002,0.77,0.79,0.58,0.69,0.60,0.72,0.85,0.69
70003,0.81,0.83,0.70,0.75,0.63,0.75,0.87,0.70
70004,0.82,0.84,0.66,0.72,0.68,0.80,0.82,0.69
70005,0.75,0.77,0.57,0.66,0.57,0.65,0.86,0.60
70006,0.81,0.82,0.64,0.75,0.62,0.72,0.82,0.71
70007,0.78,0.80,0.61,0.69,0.58,0.68,0.82,0.61
70008,0.80,0.81,0.71,0.71,0.65,0.74,0.85,0.62
70010,0.82,0.80,0.65,0.73,0.59,0.68,0.83,0.66
70011,0.78,0.76,0.65,0.72,0.63,0.76,0.88,0.62
70012,0.78,0.77,0.67,0.70,0.66,0.69,0.86,0.61
70015,0.77,0.82,0.65,0.70,0.60,0.70,0.85,0.68
70016,0.77,0.78,0.59,0.68,0.60,0.71,0.86,0.67
70017,0.82,0.82,0.73,0.71,0.65,0.78,0.86,0.73
70018,0.81,0.81,0.70,0.76,0.66,0.80,0.83,0.83
70019,0.77,0.81,0.70,0.70,0.64,0.79,0.85,0.68
70020,0.81,0.80,0.71,0.72,0.66,0.79,0.87,0.77
70021,0.77,0.80,0.64,0.73,0.61,0.69,0.86,0.60
70022,0.79,0.79,0.64,0.66,0.59,0.70,0.86,0.70
70024,0.80,0.79,0.67,0.71,0.62,0.71,0.81,0.64
70025,0.78,0.80,0.58,0.68,0.62,0.65,0.89,0.66
70027,0.78,0.77,0.59,0.69,0.59,0.61,0.83,0.61
70028,0.75,0.79,0.58,0.65,0.57,0.67,0.83,0.70
70029,0.82,0.78,0.64,0.73,0.63,0.69,0.88,0.66
70031,0.79,0.78,0.68,0.68,0.65,0.77,0.88,0.74
70033,0.76,0.78,0.61,0.70,0.60,0.69,0.82,0.68
70034,0.78,0.81,0.60,0.71,0.61,0.70,0.85,0.67
70035,0.78,0.81,0.64,0.70,0.62,0.75,0.85,0.67
70036,0.79,0.79,0.59,0.70,0.64,0.67,0.86,0.70
70039,0.72,0.70,0.66,0.68,0.58,0.76,0.84,0.69
70040,0.64,0.90,1.00,,,0.54,0.81,0.75
73300,,,,,,,,
80001,0.80,0.79,0.70,0.71,0.65,0.71,0.85,0.71
80003,0.74,0.77,0.61,0.68,0.57,0.63,0.80,0.62
80004,0.78,0.75,0.66,0.70,0.62,0.70,0.84,0.64
80006,0.83,0.82,0.67,0.70,0.66,0.73,0.89,0.71
80007,0.82,0.80,0.70,0.73,0.70,0.72,0.85,0.67
80009,0.76,0.76,0.62,0.68,0.60,0.71,0.86,0.60
90001,0.71,0.75,0.54,0.63,0.55,0.61,0.82,0.63
90003,0.70,0.77,0.54,0.64,0.59,0.64,0.78,0.56
90004,0.75,0.77,0.54,0.67,0.56,0.60,0.87,0.67
90005,0.69,0.78,0.58,0.71,0.58,0.67,0.75,0.63
90006,0.72,0.78,0.58,0.67,0.58,0.67,0.80,0.66
90008,0.63,0.75,0.53,0.61,0.44,0.53,0.63,0.37
90011,0.73,0.78,0.53,0.64,0.54,0.58,0.84,0.69
93300,,,,,,,,
100001,0.77,0.80,0.60,0.69,0.64,0.65,0.85,0.67
100002,0.68,0.68,0.51,0.65,0.57,0.66,0.77,0.67
100006,0.77,0.77,0.63,0.69,0.61,0.71,0.82,0.75
100007,0.80,0.77,0.66,0.72,0.68,0.76,0.86,0.74
100008,0.81,0.82,0.64,0.72,0.66,0.74,0.84,0.78
100009,0.76,0.82,0.58,0.71,0.62,0.72,0.79,0.67
100012,0.77,0.75,0.63,0.69,0.61,0.67,0.84,0.66
100014,0.78,0.82,0.63,0.73,0.62,0.69,0.86,0.71
100017,0.75,0.78,0.64,0.68,0.58,0.68,0.84,0.66
100018,0.72,0.76,0.59,0.65,0.57,0.65,0.78,0.65
100019,0.76,0.74,0.61,0.65,0.62,0.70,0.82,0.64
100022,0.67,0.77,0.55,0.64,0.54,0.62,0.74,0.59
100023,0.69,0.73,0.50,0.60,0.52,0.63,0.82,0.59
100025,0.80,0.82,0.66,0.73,0.62,0.67,0.87,0.73
100026,0.76,0.77,0.61,0.68,0.58,0.64,0.84,0.69
100028,0.80,0.79,0.69,0.70,0.65,0.73,0.84,0.73
100029,0.70,0.78,0.53,0.64,0.54,0.63,0.75,0.56
100030,0.77,0.75,0.64,0.69,0.61,0.75,0.74,0.66
100032,0.77,0.78,0.60,0.72,0.58,0.69,0.82,0.70
100034,0.73,0.78,0.58,0.68,0.60,0.68,0.81,0.65
100035,0.72,0.75,0.55,0.65,0.53,0.65,0.85,0.65
100038,0.79,0.80,0.66,0.73,0.65,0.76,0.86,0.77
100039,0.69,0.72,0.49,0.63,0.54,0.64,0.80,0.63
100040,0.74,0.77,0.58,0.66,0.61,0.63,0.85,0.65
100043,0.76,0.73,0.65,0.69,0.60,0.75,0.88,0.75
100044,0.74,0.73,0.61,0.68,0.58,0.67,0.83,0.69
100045,0.76,0.72,0.64,0.66,0.60,0.67,0.85,0.63
100046,0.76,0.75,0.64,0.68,0.57,0.64,0.82,0.65
100047,0.70,0.71,0.61,0.62,0.55,0.65,0.82,0.57
100048,0.84,0.89,0.79,0.72,0.71,0.78,0.83,0.74
100049,0.68,0.73,0.53,0.59,0.50,0.66,0.84,0.53
100050,0.78,0.83,0.63,0.71,0.62,0.78,0.74,0.60
100051,0.73,0.72,0.64,0.66,0.56,0.69,0.84,0.66
100052,0.76,0.73,0.67,0.70,0.56,0.71,0.83,0.67
100053,0.73,0.80,0.58,0.69,0.58,0.70,0.76,0.60
100054,0.79,0.85,0.71,0.75,0.66,0.71,0.91,0.75
100055,0.77,0.79,0.60,0.66,0.57,0.73,0.82,0.66
100057,0.73,0.73,0.63,0.66,0.58,0.72,0.85,0.66
100062,0.73,0.72,0.57,0.67,0.55,0.65,0.82,0.66
100063,0.77,0.71,0.63,0.64,0.58,0.71,0.86,0.71
100067,0.74,0.74,0.60,0.65,0.60,0.68,0.81,0.70
100068,0.79,0.79,0.67,0.70,0.64,0.75,0.86,0.81
100069,0.76,0.77,0.63,0.68,0.63,0.70,0.87,0.66
100070,0.71,0.76,0.55,0.63,0.53,0.60,0.83,0.58
100071,0.64,0.71,0.48,0.57,0.48,0.64,0.79,0.46
100072,0.75,0.75,0.62,0.67,0.62,0.70,0.84,0.63
100073,0.74,0.79,0.55,0.68,0.56,0.67,0.81,0.71
100075,0.78,0.79,0.62,0.71,0.61,0.77,0.85,0.76
100076,,,,,,,,
100077,0.63,0.69,0.52,0.61,0.47,0.65,0.79,0.50
100080,0.69,0.72,0.55,0.60,0.58,0.60,0.77,0.58
100081,0.83,0.95,0.79,0.85,0.69,0.83,0.91,0.86
100084,0.69,0.66,0.53,0.63,0.55,0.66,0.77,0.57
100086,0.78,0.77,0.63,0.73,0.67,0.71,0.86,0.73
100087,0.81,0.81,0.66,0.72,0.66,0.71,0.87,0.77
100088,0.74,0.76,0.62,0.71,0.59,0.71,0.84,0.70
100090,0.75,0.76,0.62,0.67,0.59,0.73,0.83,0.70
100092,0.67,0.73,0.54,0.59,0.55,0.61,0.81,0.49
100093,0.80,0.83,0.67,0.72,0.66,0.73,0.87,0.74
100099,0.75,0.76,0.57,0.68,0.61,0.70,0.83,0.66
100102,0.72,0.74,0.57,0.66,0.54,0.65,0.74,0.51
100105,0.74,0.77,0.56,0.67,0.58,0.65,0.81,0.63
100106,0.80,0.80,0.70,0.72,0.68,0.83,0.84,0.71
100107,0.60,0.69,0.48,0.51,0.43,0.64,0.74,0.44
100109,0.77,0.75,0.63,0.67,0.60,0.74,0.86,0.66
100110,0.72,0.76,0.61,0.67,0.57,0.66,0.81,0.59
100113,0.78,0.80,0.61,0.70,0.61,0.65,0.89,0.74
100117,0.79,0.79,0.64,0.71,0.62,0.73,0.87,0.73
100118,0.73,0.79,0.60,0.69,0.60,0.72,0.83,0.64
100121,0.71,0.75,0.58,0.62,0.52,0.67,0.78,0.55
100122,0.78,0.78,0.67,0.68,0.63,0.70,0.82,0.67
100124,0.73,0.78,0.63,0.65,0.58,0.73,0.82,0.55
100125,0.81,0.82,0.67,0.74,0.69,0.75,0.84,0.76
100126,0.77,0.83,0.67,0.71,0.60,0.71,0.81,0.70
100127,0.77,0.77,0.66,0.69,0.63,0.75,0.86,0.76
100128,0.77,0.77,0.64,0.69,0.63,0.64,0.84,0.75
100130,0.72,0.82,0.60,0.66,0.54,0.80,0.80,0.63
100131,0.70,0.77,0.59,0.66,0.58,0.66,0.78,0.64
100132,0.78,0.78,0.68,0.69,0.61,0.77,0.87,0.73
100135,0.76,0.80,0.60,0.70,0.66,0.74,0.84,0.68
100137,0.61,0.68,0.51,0.57,0.51,0.63,0.75,0.49
100140,0.80,0.85,0.67,0.71,0.61,0.68,0.83,0.76
100142,0.81,0.89,0.67,0.72,0.68,0.74,0.89,0.73
100150,0.72,0.79,0.68,0.70,0.58,0.61,0.81,0.50
100151,0.82,0.86,0.68,0.73,0.67,0.79,0.90,0.89
100154,0.85,0.86,0.70,0.76,0.70,0.77,0.82,0.82
100156,0.77,0.82,0.69,0.72,0.62,0.69,0.86,0.72
100157,0.77,0.77,0.62,0.68,0.62,0.64,0.82,0.68
100161,0.75,0.77,0.62,0.67,0.60,0.66,0.85,0.63
100166,0.76,0.78,0.60,0.68,0.59,0.72,0.87,0.73
100167,0.73,0.80,0.59,0.69,0.61,0.69,0.80,0.65
100168,0.75,0.81,0.59,0.70,0.58,0.65,0.78,0.70
100173,0.74,0.76,0.60,0.66,0.57,0.66,0.83,0.60
100175,0.76,0.79,0.65,0.72,0.56,0.69,0.81,0.67
100176,0.76,0.83,0.66,0.71,0.60,0.63,0.81,0.67
100177,0.81,0.78,0.68,0.75,0.67,0.82,0.85,0.72
100179,0.74,0.74,0.55,0.68,0.53,0.66,0.83,0.64
100180,0.76,0.76,0.64,0.68,0.63,0.74,0.86,0.70
100181,0.73,0.75,0.59,0.65,0.70,0.79,0.82,0.65
100183,0.73,0.83,0.62,0.67,0.64,0.75,0.77,0.58
100187,0.75,0.83,0.68,0.70,0.60,0.77,0.75,0.60
100189,0.67,0.71,0.50,0.61,0.52,0.60,0.77,0.54
100191,0.74,0.76,0.62,0.66,0.56,0.73,0.82,0.69
100200,0.73,0.75,0.59,0.68,0.63,0.69,0.83,0.70
100204,0.72,0.78,0.57,0.66,0.58,0.61,0.82,0.66
100206,0.74,0.78,0.61,0.67,0.56,0.69,0.81,0.66
100209,0.75,0.79,0.62,0.70,0.58,0.73,0.79,0.63
100211,0.66,0.72,0.56,0.60,0.49,0.67,0.75,0.55
100212,0.72,0.74,0.56,0.65,0.56,0.65,0.85,0.65
100213,0.70,0.75,0.57,0.64,0.53,0.63,0.83,0.62
100217,0.67,0.79,0.52,0.63,0.53,0.66,0.79,0.59
100220,0.75,0.69,0.63,0.69,0.58,0.64,0.84,0.65
100223,0.74,0.77,0.61,0.68,0.60,0.64,0.85,0.61
100224,0.68,0.74,0.54,0.63,0.56,0.62,0.79,0.53
100226,0.72,0.73,0.53,0.66,0.59,0.69,0.85,0.62
100228,0.68,0.76,0.55,0.64,0.53,0.64,0.78,0.57
100230,0.80,0.76,0.71,0.69,0.64,0.76,0.84,0.73
100231,0.79,0.78,0.65,0.70,0.63,0.66,0.86,0.74
100232,0.73,0.77,0.58,0.65,0.60,0.66,0.81,0.59
100234,0.75,0.78,0.65,0.68,0.64,0.69,0.82,0.67
100236,0.73,0.74,0.54,0.67,0.58,0.61,0.87,0.62
100238,0.73,0.74,0.60,0.61,0.55,0.71,0.82,0.64
100239,0.71,0.77,0.59,0.70,0.65,0.72,0.85,0.67
100240,0.87,0.87,1.00,0.81,0.59,0.69,0.68,0.82
100242,0.75,0.77,0.58,0.68,0.57,0.67,0.86,0.66
100243,0.69,0.74,0.55,0.64,0.54,0.65,0.82,0.58
100244,0.76,0.73,0.58,0.69,0.61,0.68,0.85,0.62
100246,0.71,0.72,0.55,0.66,0.57,0.62,0.81,0.57
100248,0.70,0.72,0.59,0.63,0.57,0.64,0.81,0.60
100249,0.72,0.72,0.57,0.63,0.53,0.58,0.80,0.58
100252,0.77,0.76,0.66,0.68,0.65,0.69,0.84,0.67
100253,0.77,0.78,0.63,0.69,0.60,0.66,0.86,0.74
100254,0.75,0.79,0.60,0.67,0.62,0.70,0.84,0.68
100255,0.73,0.81,0.54,0.69,0.59,0.68,0.83,0.60
100256,0.70,0.72,0.53,0.61,0.55,0.63,0.83,0.59
